OBJECTID,A,Service Category,Service Type,Walk-in,Insurance,Children,Facility Name ,Address,City,Borough,Latitude,Longitude,ZIP Code,Phone,Website,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,More Information,DOHMH Website,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
203,358,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,1419 Newkirk Avenue,Brooklyn,Brooklyn,40.635223930000002,-73.964013460000004,11226,(718) 940-1794,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63522393', 'longitude': '-73.96401346', 'human_address': '{""address"": ""1419 Newkirk Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13510,60,2,11,43
598,545,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,630 LEXINGTON AVENUE,NEW YORK,MANHATTAN,40.758806059999998,-73.97068238,10022,(917) 369-8687,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75880606', 'longitude': '-73.97068238', 'human_address': '{""address"": ""630 LEXINGTON AVENUE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12419,11,4,51,10
862,862,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Advantagecare Physicans Medical Office,1000 CHURCH AVENUE,1000 CHURCH AVENUE,BROOKLYN,40.646643609999998,-73.970166090000006,11218,646-680-3000,{'url': 'http://acpny.com/city'},,,,,,,,Call 646-680-3000 for an appointment or for walk-in hours. Both cash and insurance are accepted.,,"{'latitude': '40.64664361', 'longitude': '-73.97016609', 'human_address': '{""address"": ""1000 CHURCH AVENUE"", ""city"": ""1000 CHURCH AVENUE"", ""state"": """", ""zip"": """"}'}",17620,60,2,11,43
11,203,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,100 BROADWAY,NEW YORK,Manhattan,40.70808005,-74.011377010000004,10005,212-227-5148,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.70808005', 'longitude': '-74.01137701', 'human_address': '{""address"": ""100 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11726,56,4,32,1
386,100,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,230 PARK AVE,NEW YORK,Manhattan,40.754592000000002,-73.976161000000005,10169,212-682-1364,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.754592', 'longitude': '-73.976161', 'human_address': '{""address"": ""230 PARK AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",10356,11,4,51,10
385,299,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,2190-91 Richmond Avenue,Staten Island,Staten Island,40.593388230000002,-74.162627990000004,10314,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.59338823', 'longitude': '-74.16262799', 'human_address': '{""address"": ""2190-91 Richmond Avenue"", ""city"": ""Staten Island"", ""state"": """", ""zip"": """"}'}",10700,30,1,9,75
57,221,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,1973 Forest Avenue,Staten Island,Staten Island,40.625817619999999,-74.154877049999996,10303,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.62581762', 'longitude': '-74.15487705', 'human_address': '{""address"": ""1973 Forest Avenue"", ""city"": ""Staten Island"", ""state"": """", ""zip"": """"}'}",10371,4,1,13,75
534,529,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,3681 BRUCKNER BLVD.,BRONX,BRONX,40.852418579999998,-73.827283269999995,10461,(718) 518-7476,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.85241858', 'longitude': '-73.82728327', 'human_address': '{""address"": ""3681 BRUCKNER BLVD."", ""city"": ""BRONX"", ""state"": """", ""zip"": """"}'}",11270,43,5,12,28
551,449,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,60-36  Myrtle Avenue,Queens,Queens,40.700570999999997,-73.896885819999994,11385,(718) 497-5190,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.700571', 'longitude': '-73.89688582', 'human_address': '{""address"": ""60-36 Myrtle Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",15310,54,3,30,62
143,128,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,2148 BROADWAY,NEW YORK,Manhattan,40.781350490000001,-73.981037349999994,10023,212-873-1092,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.78135049', 'longitude': '-73.98103735', 'human_address': '{""address"": ""2148 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12420,20,4,19,12
501,434,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,1033 St. Nicholas Ave,Manhattan,Manhattan,40.835936660000002,-73.939961260000004,10032,(212) 795-3218,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.83593666', 'longitude': '-73.93996126', 'human_address': '{""address"": ""1033 St. Nicholas Ave"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",13090,47,4,23,21
798,837,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Bushwick Communicare ,335 CENTRAL AVENUE ,BROOKLYN,BROOKLYN,40.694666310000002,-73.919153280000003,11221,718 963-8620,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.69466631', 'longitude': '-73.91915328', 'human_address': '{""address"": ""335 CENTRAL AVENUE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",18181,42,2,37,53
716,558,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,250 PAGE AVE.,STATEN ISLAND,STATEN ISLAND,40.517893469999997,-74.234422870000003,10307,(718) 966-6606,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.51789347', 'longitude': '-74.23442287', 'human_address': '{""address"": ""250 PAGE AVE."", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10694,15,1,9,77
473,426,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,120 Court Street,Brooklyn,Brooklyn,40.689935230000003,-73.992321919999995,11201,(718) 643-2146,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68993523', 'longitude': '-73.99232192', 'human_address': '{""address"": ""120 Court Street"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",16865,68,2,38,54
815,592,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,139 FLATBUSH AVE,BROOKLYN,BROOKLYN,40.684429940000001,-73.977724519999995,11217,(718)-290-1110,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68442994', 'longitude': '-73.97772452', 'human_address': '{""address"": ""139 FLATBUSH AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17619,68,2,48,50
699,687,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Joseph Pharmacy,216 West 72nd Street.,Manhattan,MANHATTAN,40.779048330000002,-73.982700859999994,10023,(212) 875-1718,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.77904833', 'longitude': '-73.98270086', 'human_address': '{""address"": ""216 West 72nd Street."", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12420,20,4,19,12
748,818,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Gunhill Center,1012 EAST GUNHILL ROAD ,BRONX,BRONX,40.874629650000003,-73.857838180000002,10469,212-932-6718,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.87462965', 'longitude': '-73.85783818', 'human_address': '{""address"": ""1012 EAST GUNHILL ROAD"", ""city"": ""BRONX"", ""state"": """", ""zip"": """"}'}",11607,29,5,2,30
341,174,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,260 MADISON AVE,NEW YORK,Manhattan,40.750619210000004,-73.980917300000002,10016,212-448-0025,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75061921', 'longitude': '-73.9809173', 'human_address': '{""address"": ""260 MADISON AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12078,11,4,51,8
539,445,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,2170 Frederick Douglass Blvd,Manhattan,Manhattan,40.805168299999998,-73.954782039999998,10026,(212) 666-3013,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.8051683', 'longitude': '-73.95478204', 'human_address': '{""address"": ""2170 Frederick Douglass Blvd"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12423,18,4,36,18
154,42,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,2108 3RD AVE,NEW YORK,Manhattan,40.79753024,-73.940356030000004,10029,212-987-1372,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.79753024', 'longitude': '-73.94035603', 'human_address': '{""address"": ""2108 3RD AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12426,7,4,35,16
671,671,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Tomasetti Drug Corp (Neergaard Pharmacy),120 7th Avenue,Brooklyn,BROOKLYN,40.673541090000001,-73.976095090000001,11215,(718) 857-1600,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.67354109', 'longitude': '-73.97609509', 'human_address': '{""address"": ""120 7th Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17617,14,2,27,50
830,597,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,815 HUTCHINSON RIVER PKWY,BRONX,BRONX,40.823678039999997,-73.836420050000001,10465,(718)-536-2690,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.82367804', 'longitude': '-73.83642005', 'human_address': '{""address"": ""815 HUTCHINSON RIVER PKWY"", ""city"": ""BRONX"", ""state"": """", ""zip"": """"}'}",11274,43,5,12,28
175,130,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,5423 2ND AVE,BROOKLYN,Brooklyn,40.646358749999997,-74.019729130000002,11220,718-439-5860,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.64635875', 'longitude': '-74.01972913', 'human_address': '{""address"": ""5423 2ND AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",18180,9,2,7,45
405,502,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,4065 AMBOY ROAD,STATEN ISLAND,STATEN ISLAND,40.549391880000002,-74.15212176,10308,(718) 317-2211,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.54939188', 'longitude': '-74.15212176', 'human_address': '{""address"": ""4065 AMBOY ROAD"", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10695,15,1,9,76
186,52,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,10716 71ST AVE,FOREST HILLS,Queens,40.72059307,-73.844482650000003,11375,718-793-2905,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.72059307', 'longitude': '-73.84448265', 'human_address': '{""address"": ""10716 71ST AVE"", ""city"": ""FOREST HILLS"", ""state"": """", ""zip"": """"}'}",14786,40,3,28,70
43,16,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,55 E 55TH ST,NEW YORK,Manhattan,40.760781710000003,-73.972711450000006,10022,212-750-9095,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76078171', 'longitude': '-73.97271145', 'human_address': '{""address"": ""55 E 55TH ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12419,11,4,51,10
783,773,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Family Pharmacy Solutions,890 Garrison Avenue,Bronx,BRONX,40.81724955,-73.891867750000003,10474,(718) 764-1002,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.81724955', 'longitude': '-73.89186775', 'human_address': '{""address"": ""890 Garrison Avenue"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",12343,8,5,43,24
710,556,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,1654 RICHMOND AVE,STATEN ISLAND,STATEN ISLAND,40.608025900000001,-74.162296799999993,10314,(718) 761-2900,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.6080259', 'longitude': '-74.1622968', 'human_address': '{""address"": ""1654 RICHMOND AVE"", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10700,30,1,14,75
842,791,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Judson Health Center,34 SPRING STREET ,MANHATTAN,MANHATTAN,40.721714249999998,-73.995732160000003,10012,212 238 7601,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.72171425', 'longitude': '-73.99573216', 'human_address': '{""address"": ""34 SPRING STREET"", ""city"": ""MANHATTAN"", ""state"": """", ""zip"": """"}'}",12075,57,4,32,2
418,505,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,1569 FIRST AVENUE,NEW YORK,MANHATTAN,40.774043910000003,-73.95144981,10028,(212) 249-5180,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.77404391', 'longitude': '-73.95144981', 'human_address': '{""address"": ""1569 FIRST AVENUE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12425,23,4,1,11
25,10,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,535 5TH AVE,NEW YORK,Manhattan,40.755084510000003,-73.979681279999994,10017,212-687-8641,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75508451', 'longitude': '-73.97968128', 'human_address': '{""address"": ""535 5TH AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12079,11,4,51,8
289,75,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1598 UNION TPKE,NEW HYDE PARK,Queens,40.75464324,-73.688433860000004,11040,516-616-0482,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75464324', 'longitude': '-73.68843386', 'human_address': '{""address"": ""1598 UNION TPKE"", ""city"": ""NEW HYDE PARK"", ""state"": """", ""zip"": """"}'}",16515,,,,
302,164,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,3506 BROADWAY,ASTORIA,Queens,40.760392950000004,-73.922068289999999,11106,718-204-5253,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76039295', 'longitude': '-73.92206829', 'human_address': '{""address"": ""3506 BROADWAY"", ""city"": ""ASTORIA"", ""state"": """", ""zip"": """"}'}",16863,39,3,4,72
321,169,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,3766 82ND ST,JACKSON HEIGHTS,Queens,40.748204110000003,-73.884067830000006,11372,718-507-8056,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74820411', 'longitude': '-73.88406783', 'human_address': '{""address"": ""3766 82ND ST"", ""city"": ""JACKSON HEIGHTS"", ""state"": """", ""zip"": """"}'}",14783,65,3,21,73
566,455,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,541 West 235th Street,Bronx,Bronx,40.885557329999997,-73.909265770000005,10463,(718) 548-8600,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.88555733', 'longitude': '-73.90926577', 'human_address': '{""address"": ""541 West 235th Street"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11272,48,5,40,33
437,415,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,925 Soundview Avenue,Bronx,Bronx,40.82354849,-73.868456839999993,10473,(718) 328-2129,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.82354849', 'longitude': '-73.86845684', 'human_address': '{""address"": ""925 Soundview Avenue"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11611,58,5,31,26
38,14,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,49 E 52ND ST,NEW YORK,Manhattan,40.758927040000003,-73.974168939999998,10022,212-888-2323,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75892704', 'longitude': '-73.97416894', 'human_address': '{""address"": ""49 E 52ND ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12419,11,4,51,10
26,209,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,"310 E. 2nd St.,",NEW YORK,Manhattan,40.720185139999998,-73.979185340000001,10009,(646) 434-4344,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.72018514', 'longitude': '-73.97918534', 'human_address': '{""address"": ""310 E. 2nd St.,"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11729,70,4,50,5
652,486,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Fort Greene Health Center,295 Flatbush Avenue Ext. ,Brooklyn,BROOKLYN,40.691978900000002,-73.982496359999999,11217,311,{'url': 'https://www1.nyc.gov/site/doh/services/immunization-clinics.page'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.6919789', 'longitude': '-73.98249636', 'human_address': '{""address"": ""295 Flatbush Avenue Ext."", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",16865,68,2,48,55
